Address,Symbol,Decimals,Name
0xeD24FC36d5Ee211Ea25A80239Fb8C4Cfd80f12Ee,BUSD,18,Binance USD
0x64544969ed7EBf5f083679233325356EbE738930,USDT,18,Tether USD
0x337610d27c682E347C9cD60BD4b3b107C9d34dDd,USDC,18,USD Coin
0x9Ac64Cc6e4415144C455BD8E4837Fea55603e5c3,BTC,18,Bitcoin Token
0x78867BbEeF44f2326bF8DDd1941a4439382EF2A7,BUSD,18,Binance USD
